dataset,work_id,field,value_stage1,value_stage1_5,selected_canonical_value,reason,confidence
expenditure_event,WS/MP719/2024-2025/30534,payment_status_or_amount,,,1504.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2024-2025/30534,payment_status_or_amount,,,908.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2024-2025/30534,payment_status_or_amount,,,1626.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2024-2025/30534,payment_status_or_amount,,,3193.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP717/2023-2024/123133,payment_status_or_amount,,,274440.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP717/2023-2024/123133,payment_status_or_amount,,,79406.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP717/2023-2024/123133,payment_status_or_amount,,,30826.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP378/2023-2024/2021,payment_status_or_amount,,,19500.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP378/2023-2024/2021,payment_status_or_amount,,,47685.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP378/2023-2024/2021,payment_status_or_amount,,,7560.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP717/2023-2024/123133,payment_status_or_amount,,,6600.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP717/2023-2024/123133,payment_status_or_amount,,,7150.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP717/2023-2024/123133,payment_status_or_amount,,,3367.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP717/2023-2024/123133,payment_status_or_amount,,,2331.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2023-2024/28100,payment_status_or_amount,,,326570.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2023-2024/28100,payment_status_or_amount,,,68300.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP534/2025-2026/72607,payment_status_or_amount,,,230486.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP534/2025-2026/72607,payment_status_or_amount,,,134976.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP383/2023-2024/16935,payment_status_or_amount,,,3900.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP383/2023-2024/16935,payment_status_or_amount,,,3600.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2023-2024/28100,payment_status_or_amount,,,10010.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2023-2024/28100,payment_status_or_amount,,,3900.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2023-2024/28100,payment_status_or_amount,,,3900.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2023-2024/28100,payment_status_or_amount,,,3080.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2023-2024/28100,payment_status_or_amount,,,10010.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2023-2024/28100,payment_status_or_amount,,,10270.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2023-2024/28100,payment_status_or_amount,,,600.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP719/2023-2024/28100,payment_status_or_amount,,,3900.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP539/2026-2027/113792,payment_status_or_amount,,,528429.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP539/2026-2027/113792,payment_status_or_amount,,,120000.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP481/2025-2026/59298,payment_status_or_amount,,,478725.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP481/2025-2026/59298,payment_status_or_amount,,,766181.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP446/2023-2024/122144,payment_status_or_amount,,,29000.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP446/2023-2024/122144,payment_status_or_amount,,,5800.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP446/2023-2024/122144,payment_status_or_amount,,,29000.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP446/2023-2024/122144,payment_status_or_amount,,,5800.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP446/2023-2024/122144,payment_status_or_amount,,,40000.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP538/2024-2025/51541,payment_status_or_amount,,,33624.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP538/2024-2025/51541,payment_status_or_amount,,,46376.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP599/2023-2024/43092,payment_status_or_amount,,,96312.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP599/2023-2024/43092,payment_status_or_amount,,,96358.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2024-2025/114752,payment_status_or_amount,,,39795.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2024-2025/114752,payment_status_or_amount,,,42739.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2024-2025/114752,payment_status_or_amount,,,67202.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP723/2026-2027/95834,payment_status_or_amount,,,187560.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP723/2026-2027/95834,payment_status_or_amount,,,124702.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP727/2023-2024/18533,payment_status_or_amount,,,168658.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP727/2023-2024/18533,payment_status_or_amount,,,62126.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP727/2023-2024/18533,payment_status_or_amount,,,14482.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP727/2023-2024/18533,payment_status_or_amount,,,51550.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP440/2025-2026/131535,payment_status_or_amount,,,3391698.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP440/2025-2026/131535,payment_status_or_amount,,,2010138.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2024-2025/99981,payment_status_or_amount,,,45056.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2024-2025/99981,payment_status_or_amount,,,22168.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/104509,payment_status_or_amount,,,4788.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/104509,payment_status_or_amount,,,4536.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/114692,payment_status_or_amount,,,5040.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/114692,payment_status_or_amount,,,5214.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/104509,payment_status_or_amount,,,4536.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/104509,payment_status_or_amount,,,4788.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/104509,payment_status_or_amount,,,4788.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/104509,payment_status_or_amount,,,4536.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP444/2023-2024/29900,payment_status_or_amount,,,4000.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP444/2023-2024/29900,payment_status_or_amount,,,40000.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP385/2023-2024/107882,payment_status_or_amount,,,251000.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP385/2023-2024/107882,payment_status_or_amount,,,34855.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP385/2023-2024/107882,payment_status_or_amount,,,35425.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/114692,payment_status_or_amount,,,5214.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/114692,payment_status_or_amount,,,5544.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP727/2024-2025/117520,payment_status_or_amount,,,6300.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP727/2024-2025/117520,payment_status_or_amount,,,4275.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP383/2023-2024/24706,payment_status_or_amount,,,2370.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP383/2023-2024/24706,payment_status_or_amount,,,3318.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP726/2026-2027/275696,payment_status_or_amount,,,25000.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP726/2026-2027/275696,payment_status_or_amount,,,27110.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP444/2023-2024/33738,payment_status_or_amount,,,6000.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP444/2023-2024/33738,payment_status_or_amount,,,3000.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2024-2025/114752,payment_status_or_amount,,,3024.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2024-2025/114752,payment_status_or_amount,,,2772.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2024-2025/114752,payment_status_or_amount,,,4536.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2024-2025/114752,payment_status_or_amount,,,2520.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP727/2024-2025/117520,payment_status_or_amount,,,47743.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP727/2024-2025/117520,payment_status_or_amount,,,13300.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP720/2024-2025/31618,payment_status_or_amount,,,1710.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP720/2024-2025/31618,payment_status_or_amount,,,3705.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/114650,payment_status_or_amount,,,5925.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP478/2025-2026/114650,payment_status_or_amount,,,3555.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP387/2023-2024/127390,payment_status_or_amount,,,3108.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP387/2023-2024/127390,payment_status_or_amount,,,3626.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP387/2023-2024/127390,payment_status_or_amount,,,9100.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
expenditure_event,WS/MP387/2023-2024/127390,payment_status_or_amount,,,7800.0,"Same work_id + expenditure_date + vendor_name but differing payment_status/disbursed_amount across event rows; could be two genuinely distinct payments or a corrected re-record - both retained, flagged for review.",REVIEW_REQUIRED
