work_id,state,constituency,work_category,work_description,lifecycle_mode,overall_risk,risk_band,primary_risk_component,secondary_risk_component,primary_reason_title,primary_reason_summary,why_it_matters,recommended_verification,confidence_or_data_availability_note,recommended_amount,sanctioned_amount,total_expenditure,expenditure_to_sanction_ratio,expenditure_event_count,peer_metric_name,peer_level,peer_group_size,peer_median,peer_mean,peer_percentile,peer_deviation,peer_comparison_text,recommendation_date,sanction_date,completion_date,implementation_duration_days,peer_duration_median,duration_deviation,timeline_comparison_text,technical_signal,technical_metric,technical_value,technical_threshold,technical_component,technical_component_contribution,available_financial_information,available_lifecycle_information,available_completion_information,data_quality_note,recommended_action_title,recommended_action_steps
WS/MP18191/2024-2025/168775,Telangana,MAHABUBNAGAR,Normal/Others,Laying of CC road from R and B Road to KPS School in Ward No.4,POST_COMPLETION,76.92480154961027,CRITICAL,Deterministic compliance rule,Peer comparison,Unusual recommended amount compared with similar works,"This work's recommended amount stands out from comparable works. This work: ₹499,512. Comparable works (same work category, state, and constituency, n=41): median ₹200,000, mean ₹388,946. That is about 2.5× the peer median (above it), at the 63.4th percentile among comparable works.","This work has been recorded as completed. Financial or count anomalies relative to comparable works can have a legitimate explanation (e.g. phased projects, larger scope) but should be confirmed against documentation.",1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.,Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,499512.0,499512.0,499512.0,1.0,1.0,recommended amount,"same work category, state, and constituency",41.0,200000.0,388946.34146341466,0.6341463414634146,1.49756,"This work: ₹499,512. Comparable works (same work category, state, and constituency, n=41): median ₹200,000, mean ₹388,946. That is about 2.5× the peer median (above it), at the 63.4th percentile among comparable works.",2025-01-24,2025-02-03,2025-10-30,269.0,44.0,5.113636363636363,"This work: 269 days. Comparable works (same work category, state, and constituency, n=35): median 44 days, mean 83 days. That is about 6.1× the peer median (above it), at the 97.1th percentile among comparable works.",RULE-014,recommended_amount,50.0,3.5,rule_risk_component,35.0,"Recommended amount, sanctioned amount, total expenditure on file.",Recommended on 2025-01-24; sanctioned on 2025-02-03. Work status on file: Physical Inspection.,"Completed on 2025-10-30, with ₹499,512 disbursed at completion.",Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.
WS/MP18351/2024-2025/160550,Andhra Pradesh,NANDYAL,Normal/Others,Providing internal CC Road along with Drains from shesha gowd (h) to J.Muniswamy (h) and other streets of Lingala village H/O of Thummalur Pamulapadu Mandal,IN_PROGRESS,76.24203794613327,CRITICAL,Deterministic compliance rule,Peer comparison,Unusual recommended amount compared with similar works,"This work's recommended amount stands out from comparable works. This work: ₹300,000. Comparable works (same work category, state, and constituency, n=63): median ₹499,209, mean ₹469,098. That is about 0.6× the peer median (below it), at the 5.6th percentile among comparable works.","This work is currently in progress (sanctioned, but not yet marked completed). Financial or count anomalies relative to comparable works can have a legitimate explanation (e.g. phased projects, larger scope) but should be confirmed against documentation.",1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.,The parliamentary term for this work's record could not be determined.,300000.0,300000.0,294846.0,0.98282,1.0,recommended amount,"same work category, state, and constituency",63.0,499209.0,469098.0158730159,0.0555555555555555,-0.3990492959862503,"This work: ₹300,000. Comparable works (same work category, state, and constituency, n=63): median ₹499,209, mean ₹469,098. That is about 0.6× the peer median (below it), at the 5.6th percentile among comparable works.",2024-12-28,2025-02-13,,559.0,,,"This work has been in sanctioned/in-progress status for approximately 559 days so far. No official planned/expected completion date is available in the source data, so this is elapsed time, not a delay determination.",RULE-014,recommended_amount,50.0,3.5,rule_risk_component,35.0,"Recommended amount, sanctioned amount, total expenditure on file.",Recommended on 2024-12-28; sanctioned on 2025-02-13. Work status on file: Vendor Identification.,Not marked completed; no completion record on file.,The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.
WS/MP18089/2025-2026/178341,Karnataka,KOPPAL,Normal/Others,Drilling of borewll and installation of motor and laying of pipeline at taluk stadium of koppal town under koppal parlimentary constituency.,IN_PROGRESS,76.2056164409969,CRITICAL,Deterministic compliance rule,Peer comparison,Unusual total expenditure compared with similar works,"This work's total expenditure stands out from comparable works. This work: ₹375,000. Comparable works (same work category, state, and constituency, n=30): median ₹495,011, mean ₹493,165. That is about 0.8× the peer median (below it), at the 26.7th percentile among comparable works.","This work is currently in progress (sanctioned, but not yet marked completed). Financial or count anomalies relative to comparable works can have a legitimate explanation (e.g. phased projects, larger scope) but should be confirmed against documentation.",1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.,The parliamentary term for this work's record could not be determined.,,500000.0,375000.0,0.75,1.0,total expenditure,"same work category, state, and constituency",30.0,495011.0,493164.63333333336,0.2666666666666666,-0.2424410770669742,"This work: ₹375,000. Comparable works (same work category, state, and constituency, n=30): median ₹495,011, mean ₹493,165. That is about 0.8× the peer median (below it), at the 26.7th percentile among comparable works.",,2025-12-11,,258.0,,,"This work has been in sanctioned/in-progress status for approximately 258 days so far. No official planned/expected completion date is available in the source data, so this is elapsed time, not a delay determination.",RULE-014,expenditure,17.095313735067723,3.5,rule_risk_component,35.0,"Sanctioned amount, total expenditure on file.",Sanctioned on 2025-12-11. Work status on file: Work partially Completed.,Not marked completed; no completion record on file.,The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.
WS/MP18112/2025-2026/177331,Maharashtra,AMRAVATI(SC),Normal/Others,"Installing paving blocks at Hazrat Rakta Kalash Baba Dargah in Nandgaon Peth, Taluka Amravati.",IN_PROGRESS,74.99074605869922,HIGH,Deterministic compliance rule,Peer comparison,Unusual expenditure as a share of the sanctioned amount compared with similar works,"This work's expenditure as a share of the sanctioned amount stands out from comparable works. This work: 98.4%. Comparable works (same work category and state, n=174): median 99.9%, mean 95.4%. That is 1.5 percentage points below the peer median, at the 19.0th percentile among comparable works.","This work is currently in progress (sanctioned, but not yet marked completed). Financial or count anomalies relative to comparable works can have a legitimate explanation (e.g. phased projects, larger scope) but should be confirmed against documentation.",1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.,The parliamentary term for this work's record could not be determined.,,800000.0,787513.0,0.98439125,1.0,expenditure as a share of the sanctioned amount,same work category and state,174.0,0.9992406666666668,0.9537191026977708,0.1896551724137931,-0.0148607008922107,"This work: 98.4%. Comparable works (same work category and state, n=174): median 99.9%, mean 95.4%. That is 1.5 percentage points below the peer median, at the 19.0th percentile among comparable works.",,2025-08-18,,373.0,,,"This work has been in sanctioned/in-progress status for approximately 373 days so far. No official planned/expected completion date is available in the source data, so this is elapsed time, not a delay determination.",RULE-014,exp_sanction_ratio,13.190247136019796,3.5,rule_risk_component,35.0,"Sanctioned amount, total expenditure on file.",Sanctioned on 2025-08-18. Work status on file: Work partially Completed.,Not marked completed; no completion record on file.,The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.
WS/MP18177/2025-2026/168464,Tamil Nadu,ERODE,Normal/Others,Construction of Kitchen and Dining area on the First Floor of karattampalayam Community Hall in Vengambur Town panchayat 2024-2025,POST_COMPLETION,74.97734077364363,HIGH,Deterministic compliance rule,Peer comparison,Unusual recommended amount compared with similar works,"This work's recommended amount stands out from comparable works. This work: ₹3,000,000. Comparable works (same work category, state, and constituency, n=47): median ₹600,000, mean ₹788,704. That is about 5.0× the peer median (above it), at the 100.0th percentile among comparable works.","This work has been recorded as completed. Financial or count anomalies relative to comparable works can have a legitimate explanation (e.g. phased projects, larger scope) but should be confirmed against documentation.",1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.,The parliamentary term for this work's record could not be determined.,3000000.0,3000000.0,,,,recommended amount,"same work category, state, and constituency",47.0,600000.0,788704.1489361703,1.0,4.0,"This work: ₹3,000,000. Comparable works (same work category, state, and constituency, n=47): median ₹600,000, mean ₹788,704. That is about 5.0× the peer median (above it), at the 100.0th percentile among comparable works.",2025-01-27,2025-05-05,2025-12-16,225.0,28.0,7.035714285714286,"This work: 225 days. Comparable works (same work category, state, and constituency, n=47): median 28 days, mean 78 days. That is about 8.0× the peer median (above it), at the 91.5th percentile among comparable works.",RULE-014,recommended_amount,8.093889113719142,3.5,rule_risk_component,35.0,"Recommended amount, sanctioned amount on file.",Recommended on 2025-01-27; sanctioned on 2025-05-05. Work status on file: Work Completed.,"Completed on 2025-12-16, with ₹3,000,000 disbursed at completion.",The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.
WS/MP446/2023-2024/122215,,,,,IN_PROGRESS,72.25,HIGH,ML anomaly model (atypical combination of characteristics),Peer comparison,Atypical overall combination of recorded characteristics,"No single deterministic rule explains this work's review priority. An unsupervised anomaly model ranks its overall combination of characteristics as atypical relative to other in-progress works. Looking at this work's own individual measurements (not just the combination), the following stood out on their own: payment-pattern (number of payment events (100.0th percentile among comparable works); number of distinct vendors (100.0th percentile across the portfolio); vendor concentration (3.2th percentile across the portfolio); and multiple payments recorded on the same day). This is a holistic pattern signal: it does not point to one single field as 'the' cause, and 'unusual' does not mean 'improper'.","This work is currently in progress (sanctioned, but not yet marked completed). The model ranks this work as atypical relative to others at the same lifecycle stage; it is a starting point for review, not a finding.","1. Review this work's payment-pattern figures against comparable works. | 2. Review the full record for consistency across the underlying financial, payment, and lifecycle fields.",Conflicting values exist across source records for this work; No sanction record on file; Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,,,381900.0,,55.0,,,,,,,,,,,,,,,,ml_anomaly_component,,20.0,,ml_anomaly_component,20.0,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,Conflicting values exist across source records for this work; No sanction record on file; Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Review holistically against similar works,"1. Review this work's payment-pattern figures against comparable works. | 2. Review the full record for consistency across the underlying financial, payment, and lifecycle fields."
WS/MP18120/2025-2026/169210,Maharashtra,HINGOLI,Normal/Others,CC Road And Drainage at Ashti Tq. Hadgaon Dist Nanded.,POST_COMPLETION,68.85714285714285,HIGH,Peer comparison,Deterministic compliance rule,Notable difference from peer works on recommended amount,"Compared with peer works, this work's recommended amount stands out. This work: ₹4,974,167. Comparable works (same work category and state, n=147): median ₹1,000,000, mean ₹1,366,977. That is about 5.0× the peer median (above it), at the 98.6th percentile among comparable works.","This work has been recorded as completed. Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,The parliamentary term for this work's record could not be determined.,4974167.0,4974167.0,4974167.0,1.0,1.0,recommended amount,same work category and state,147.0,1000000.0,1366977.3401360544,0.9863945578231292,3.974167,"This work: ₹4,974,167. Comparable works (same work category and state, n=147): median ₹1,000,000, mean ₹1,366,977. That is about 5.0× the peer median (above it), at the 98.6th percentile among comparable works.",2025-01-27,2026-02-20,2026-02-20,0.0,35.0,-1.0,"This work: 0 days. Comparable works (same work category and state, n=231): median 35 days, mean 103 days. That is about 0.0× the peer median (below it), at the 9.5th percentile among comparable works.",peer_anomaly_component,recommended_amount,25.0,,peer_anomaly_component,25.0,"Recommended amount, sanctioned amount, total expenditure on file.",Recommended on 2025-01-27; sanctioned on 2026-02-20. Work status on file: Physical Inspection.,"Completed on 2026-02-20, with ₹4,974,167 disbursed at completion.",The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
WS/MP319/2023-2024/7703,Bihar,KISHANGANJ,Normal/Others,Thakurganj Prkhand Antargart Barchaindi Haat me high mast light,IN_PROGRESS,66.5519773136542,HIGH,Deterministic compliance rule,Peer comparison,Sanctioned with no recorded expenditure for an extended period,This work was sanctioned on 2023-12-15 — approximately 985 days ago — but no expenditure has been recorded against it.,"This work is currently in progress (sanctioned, but not yet marked completed). A sanctioned work with no expenditure activity for an extended period may indicate the work has not started, is stalled, or expenditure records have not been updated.",1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.,No expenditure record on file.,839000.0,839000.0,,,,,,,,,,,,2023-08-02,2023-12-15,,985.0,,,"This work has been in sanctioned/in-progress status for approximately 985 days so far. No official planned/expected completion date is available in the source data, so this is elapsed time, not a delay determination.",RULE-002,lifecycle_delay,985.0,270.0,rule_risk_component,35.0,"Recommended amount, sanctioned amount on file.",Recommended on 2023-08-02; sanctioned on 2023-12-15. Work status on file: Physical Inspection.,Not marked completed; no completion record on file.,No expenditure record on file.,Confirm implementation status,1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.
WS/MP319/2023-2024/7697,Bihar,KISHANGANJ,Normal/Others,Dighalbank Prkhand antargart Padampur Haat me high mast light,IN_PROGRESS,66.5519773136542,HIGH,Deterministic compliance rule,Peer comparison,Sanctioned with no recorded expenditure for an extended period,This work was sanctioned on 2023-12-15 — approximately 985 days ago — but no expenditure has been recorded against it.,"This work is currently in progress (sanctioned, but not yet marked completed). A sanctioned work with no expenditure activity for an extended period may indicate the work has not started, is stalled, or expenditure records have not been updated.",1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.,No expenditure record on file.,839000.0,839000.0,,,,,,,,,,,,2023-08-02,2023-12-15,,985.0,,,"This work has been in sanctioned/in-progress status for approximately 985 days so far. No official planned/expected completion date is available in the source data, so this is elapsed time, not a delay determination.",RULE-002,lifecycle_delay,985.0,270.0,rule_risk_component,35.0,"Recommended amount, sanctioned amount on file.",Recommended on 2023-08-02; sanctioned on 2023-12-15. Work status on file: Physical Inspection.,Not marked completed; no completion record on file.,No expenditure record on file.,Confirm implementation status,1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.
WS/MP18307/2025-2026/143600,Maharashtra,MUMBAI NORTH,Normal/Others,Ward 47- Beautification works at Ganga Building Link Road Malad (West),IN_PROGRESS,63.98062966924249,HIGH,Deterministic compliance rule,ML anomaly model (atypical combination of characteristics),Unusual time from recommendation to sanction compared with the overall portfolio,"This work's time from recommendation to sanction is 546 days. Across the overall portfolio of comparable-stage works, this is higher than typical (around the 99.2th percentile).","This work is currently in progress (sanctioned, but not yet marked completed). Extreme values relative to the overall dataset warrant a look, though several MPLADS ratios cluster tightly around typical values — which can make even modest real-world differences appear statistically extreme.",1. Review the flagged figure against supporting documentation. | 2. Compare against comparable works before concluding the value is unusual.,The parliamentary term for this work's record could not be determined.,1500000.0,1500000.0,1498862.0,0.9992413333333332,1.0,time from recommendation to sanction,same work category and state,147.0,256.0,281.2108843537415,0.9183673469387756,1.1328125,"This work: 546 days. Comparable works (same work category and state, n=147): median 256 days, mean 281 days. That is about 2.1× the peer median (above it), at the 91.8th percentile among comparable works.",2024-09-25,2026-03-25,,154.0,,,"This work has been in sanctioned/in-progress status for approximately 154 days so far. No official planned/expected completion date is available in the source data, so this is elapsed time, not a delay determination.",RULE-015,days_recommendation_to_sanction,6.658802391428514,3.5,rule_risk_component,24.5,"Recommended amount, sanctioned amount, total expenditure on file.",Recommended on 2024-09-25; sanctioned on 2026-03-25. Work status on file: Work partially Completed.,Not marked completed; no completion record on file.,The parliamentary term for this work's record could not be determined.,Verify flagged figures,1. Review the flagged figure against supporting documentation. | 2. Compare against comparable works before concluding the value is unusual.
WS/MP508/2023-2024/13249,Bihar,JHANJHARPUR,Normal/Others,Jhanjharpur loksabha ke antargat 46 vidyalao me pustakaly men books purchase aapurti list 46 school ka upload hai.,PRE_SANCTION,61.642857142857146,HIGH,Deterministic compliance rule,Peer comparison,Recommendation pending sanction for an extended period,"This work was recommended on 2023-08-26 — approximately 1,096 days ago — but has no sanction on file.","This work has not yet been sanctioned. Extended pre-sanction delays can reflect administrative backlog, funding constraints, or a work that has stalled before ever being formally sanctioned.","1. Confirm the current administrative/sanctioning status with the implementing agency. | 2. If the work is still active, request an updated timeline for sanction.",The parliamentary term for this work's record could not be determined.,2376000.0,,,,,,,,,,,,,2023-08-26,2024-02-07,,1096.0,,,"This work has been awaiting sanction for approximately 1,096 days since it was recommended.",RULE-001,lifecycle_delay,1096.0,365.0,rule_risk_component,24.5,Recommended amount on file.,Recommended on 2023-08-26. Work status on file: not recorded.,Not marked completed; no completion record on file.,The parliamentary term for this work's record could not be determined.,Confirm sanctioning status,"1. Confirm the current administrative/sanctioning status with the implementing agency. | 2. If the work is still active, request an updated timeline for sanction."
WS/MP18184/2025-2026/161840,Tamil Nadu,THENI,Normal/Others,Contruction of new Cultural Building (Nadaga Medai),POST_COMPLETION,61.547876667604775,HIGH,Peer comparison,ML anomaly model (atypical combination of characteristics),Notable difference from peer works on number of payment events,"Compared with peer works, this work's number of payment events stands out. This work: 2. Comparable works (same work category, state, and constituency, n=36): median 1, mean 1. That is about 2.0× the peer median (above it), at the 97.2th percentile among comparable works.","This work has been recorded as completed. Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,1500000.0,1500000.0,1499499.0,0.999666,2.0,number of payment events,"same work category, state, and constituency",36.0,1.0,0.75,0.9722222222222222,1.0,"This work: 2. Comparable works (same work category, state, and constituency, n=36): median 1, mean 1. That is about 2.0× the peer median (above it), at the 97.2th percentile among comparable works.",2025-01-05,2025-08-05,2025-10-13,69.0,38.5,0.7922077922077922,"This work: 69 days. Comparable works (same work category and state, n=182): median 38 days, mean 85 days. That is about 1.8× the peer median (above it), at the 60.4th percentile among comparable works.",peer_anomaly_component,payment_event,23.611111,,peer_anomaly_component,23.611111,"Recommended amount, sanctioned amount, total expenditure on file.",Recommended on 2025-01-05; sanctioned on 2025-08-05. Work status on file: Work Completed.,"Completed on 2025-10-13, with ₹1,499,499 disbursed at completion.",Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
WS/MP664/2025-2026/64562,,,,,IN_PROGRESS,58.54160912230193,HIGH,Deterministic compliance rule,Peer comparison,Unusual total expenditure compared with similar works,"This work's total expenditure stands out from comparable works. This work: ₹2,495,367. Comparable works (same work category, state, and constituency, n=22491): median ₹299,440, mean ₹465,228. That is about 8.3× the peer median (above it), at the 98.8th percentile among comparable works.","This work is currently in progress (sanctioned, but not yet marked completed). Financial or count anomalies relative to comparable works can have a legitimate explanation (e.g. phased projects, larger scope) but should be confirmed against documentation.",1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.,No sanction record on file; The parliamentary term for this work's record could not be determined.,,,2495367.0,,1.0,total expenditure,"same work category, state, and constituency",22491.0,299440.0,465228.1809417101,0.988084122537904,7.3334457654288,"This work: ₹2,495,367. Comparable works (same work category, state, and constituency, n=22491): median ₹299,440, mean ₹465,228. That is about 8.3× the peer median (above it), at the 98.8th percentile among comparable works.",,,,,,,,RULE-014,expenditure,7.571477711814545,3.5,rule_risk_component,28.0,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,No sanction record on file; The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Verify the underlying financial/payment documentation.
WS/MP18199/2024-2025/135924,Uttar Pradesh,AMBEDKAR NAGAR,Normal/Others,GRAM PANCHAYAT MUKUNDPUR ME KOLHUWA MAJARE SHRI VINOD VERMA KE GHAR SE GUDAIYA TALAB TAK NALI NIRMAN KARYA DURI 225M,POST_COMPLETION,56.52644734167878,HIGH,Deterministic compliance rule,Peer comparison,Sanctioned with no recorded expenditure for an extended period,This work was sanctioned on 2024-09-28 — approximately 697 days ago — but no expenditure has been recorded against it.,"This work has been recorded as completed. A sanctioned work with no expenditure activity for an extended period may indicate the work has not started, is stalled, or expenditure records have not been updated.",1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.,Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,1046028.0,1046028.0,,,,,,,,,,,,2024-08-16,2024-09-28,2025-10-27,394.0,404.0,-0.0247524752475247,"This work: 394 days. Comparable works (same work category, state, and constituency, n=43): median 404 days, mean 415 days. That is about 1.0× the peer median (below it), at the 33.7th percentile among comparable works.",RULE-002,lifecycle_delay,697.0,270.0,rule_risk_component,28.0,"Recommended amount, sanctioned amount on file.",Recommended on 2024-08-16; sanctioned on 2024-09-28. Work status on file: Physical Inspection.,"Completed on 2025-10-27, with ₹1,046,028 disbursed at completion.",Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Confirm implementation status,1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.
WS/MP313/2024-2025/140979,Arunachal Pradesh,ARUNACHAL EAST,Normal/Others,C/o Culvert at Mirem Yober cultivation field in East Siang District,POST_COMPLETION,55.05147816144067,HIGH,Deterministic compliance rule,Peer comparison,Sanctioned with no recorded expenditure for an extended period,This work was sanctioned on 2025-02-18 — approximately 554 days ago — but no expenditure has been recorded against it.,"This work has been recorded as completed. A sanctioned work with no expenditure activity for an extended period may indicate the work has not started, is stalled, or expenditure records have not been updated.",1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.,Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,1000000.0,1000000.0,,,,,,,,,,,,2024-09-15,2025-02-18,2025-02-26,8.0,18.0,-0.5555555555555556,"This work: 8 days. Comparable works (same work category, state, and constituency, n=43): median 18 days, mean 69 days. That is about 0.4× the peer median (below it), at the 43.0th percentile among comparable works.",RULE-002,lifecycle_delay,554.0,270.0,rule_risk_component,28.0,"Recommended amount, sanctioned amount on file.",Recommended on 2024-09-15; sanctioned on 2025-02-18. Work status on file: Work Completed.,"Completed on 2025-02-26, with ₹1,000,000 disbursed at completion.",Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Confirm implementation status,1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.
WS/MP18101/2024-2025/149023,Madhya Pradesh,DAMOH,Normal/Others,GRAM PANCHAYT MANEGAON ME PANI KE TANKER KI KHAREED,POST_COMPLETION,53.23838810714984,HIGH,Deterministic compliance rule,Peer comparison,Sanctioned with no recorded expenditure for an extended period,This work was sanctioned on 2024-12-21 — approximately 613 days ago — but no expenditure has been recorded against it.,"This work has been recorded as completed. A sanctioned work with no expenditure activity for an extended period may indicate the work has not started, is stalled, or expenditure records have not been updated.",1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.,Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,198723.0,198723.0,,,,,,,,,,,,2024-10-22,2024-12-21,2025-07-15,206.0,62.0,2.3225806451612905,"This work: 206 days. Comparable works (same work category, state, and constituency, n=70): median 62 days, mean 90 days. That is about 3.3× the peer median (above it), at the 92.9th percentile among comparable works.",RULE-002,lifecycle_delay,613.0,270.0,rule_risk_component,28.0,"Recommended amount, sanctioned amount on file.",Recommended on 2024-10-22; sanctioned on 2024-12-21. Work status on file: Physical Inspection.,"Completed on 2025-07-15, with ₹198,723 disbursed at completion.",Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Confirm implementation status,1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.
WS/MP389/2025-2026/213668,,,,,IN_PROGRESS,53.01559365975115,HIGH,Peer comparison,ML anomaly model (atypical combination of characteristics),Notable difference from peer works on number of payment events,"Compared with peer works, this work's number of payment events stands out. This work: 12. Comparable works (same work category, state, and constituency, n=22491): median 1, mean 2. That is about 12.0× the peer median (above it), at the 98.9th percentile among comparable works.","This work is currently in progress (sanctioned, but not yet marked completed). Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,No sanction record on file; The parliamentary term for this work's record could not be determined.,,,101175.0,,12.0,number of payment events,"same work category, state, and constituency",22491.0,1.0,1.5645369258814636,0.9886176692899382,11.0,"This work: 12. Comparable works (same work category, state, and constituency, n=22491): median 1, mean 2. That is about 12.0× the peer median (above it), at the 98.9th percentile among comparable works.",,,,,,,,peer_anomaly_component,payment_event,19.544707,,peer_anomaly_component,19.544707,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,No sanction record on file; The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
WS/MP18019/2025-2026/216372,,,,,IN_PROGRESS,15.803423959854758,LOW,Data quality / coverage uncertainty,ML anomaly model (atypical combination of characteristics),Information gaps affecting this work's record,No sanction record on file; Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,"This work is currently in progress (sanctioned, but not yet marked completed). Missing or unresolved source information limits how completely this work's record can be verified from the available data alone; it is not, by itself, evidence of any issue.",1. Obtain the missing or unresolved source records referenced above. | 2. Confirm the work's current status directly with the implementing agency where records are incomplete.,No sanction record on file; Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,,,355600.0,,1.0,,,,,,,,,,,,,,,,data_quality_component,,5.0,,data_quality_component,5.0,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,No sanction record on file; Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Obtain missing records,1. Obtain the missing or unresolved source records referenced above. | 2. Confirm the work's current status directly with the implementing agency where records are incomplete.
WS/MP18131/2025-2026/188628,Maharashtra,RATNAGIRI-SINDHUDURG,Normal/Others,Construction of a public well at Fondaghat Boudhwadi. ( SC ) FY 2024-25,POST_COMPLETION,15.248240368012874,LOW,Peer comparison,Deterministic compliance rule,Notable difference from peer works on number of payment events,"Compared with peer works, this work's number of payment events stands out. This work: 1. Comparable works (same work category, state, and constituency, n=26): median 1, mean 1. That is about 1.0× the peer median (above it), at the 65.4th percentile among comparable works.","This work has been recorded as completed. Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,The parliamentary term for this work's record could not be determined.,,,999798.0,,1.0,number of payment events,"same work category, state, and constituency",26.0,1.0,0.7307692307692307,0.6538461538461539,0.0,"This work: 1. Comparable works (same work category, state, and constituency, n=26): median 1, mean 1. That is about 1.0× the peer median (above it), at the 65.4th percentile among comparable works.",,,2026-04-09,,,,,peer_anomaly_component,payment_event,7.692308,,peer_anomaly_component,7.692308,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,"Completed on 2026-04-09, with ₹999,798 disbursed at completion.",The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
